Chromophore,Solvent,Quantum yield
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC=CN14,ClCCl,0.02
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=C(OC)C=C3)C4=CC=CN14,ClCCl,0.02
[O-][N+](C1=C(C=CC=C1)C2=CC3=C(C4=CC=CC=C4)C5=CC=CN5[B-](F)(F)[N+]3=C2)=O,ClCCl,0.1
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC=CC=C6[N+]([O-])=O)=CN15,ClCCl,0.25
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(Cl)C=C3)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,ClCCl,0.08
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=CC=C(Cl)C=C5[N+]([O-])=O)=CN14,ClCCl,0.08
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(Cl)C=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC=C(Cl)C=C6[N+]([O-])=O)=CN15,ClCCl,0.18
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=CC(OC)=CC=C5[N+]([O-])=O)=CN14,ClCCl,0.14
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC(OC)=C3)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,ClCCl,0.14
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC(OC)=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC(OC)=CC=C6[N+]([O-])=O)=CN15,ClCCl,0.2
F[B-]1(F)[N+]2=CC(C3=C(OC)C=CC=C3OC)=CC2=C(C4=CC=CC=C4)C5=CC(C6=C(OC)C=CC=C6OC)=CN15,ClCCl,0.06
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=C(F)C(F)=C(F)C(F)=C5F)=CN14,ClCCl,0.2
F[B-]1(F)[N+]2=CC(C3=C(F)C(F)=C(F)C(F)=C3F)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,ClCCl,0.2
F[B-]1(F)[N+]2=CC(C3=C(F)C(F)=C(F)C(F)=C3F)=CC2=C(C4=CC=CC=C4)C5=CC(C6=C(F)C(F)=C(F)C(F)=C6F)=CN15,ClCCl,0.34
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=C(F)C=CC=C5F)=CN14,ClCCl,0.16
F[B-]1(F)[N+]2=CC(C3=C(F)C=CC=C3F)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,ClCCl,0.16
F[B-]1(F)[N+]2=CC(C3=C(F)C=CC=C3F)=CC2=C(C4=CC=CC=C4)C5=CC(C6=C(F)C=CC=C6F)=CN15,ClCCl,0.28
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=C(OC)C=C3)C4=CC(C5=CC(OC)=C(OC)C=C5[N+]([O-])=O)=CN14,ClCCl,0.1
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(OC)C(OC)=C3)=CC2=C(C4=CC=C(OC)C=C4)C5=CC=CN15,ClCCl,0.1
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(OC)C(OC)=C3)=CC2=C(C4=CC=C(OC)C=C4)C5=CC(C6=CC(OC)=C(OC)C=C6[N+]([O-])=O)=CN15,ClCCl,0.2
F[B-]1(F)[N+]2=C(NC3=C4C=CC=C3)C4=CC2=C(C5=CC=CC=C5)C6=CC=CN16,ClCCl,0.11
F[B-]1(F)[N+]2=C3C(C4=C(N3)C=CC=C4)=CC2=C(C5=CC=CC=C5)C6=CC(C7=CC=CC=C7N8)=C8N16,ClCCl,0.71
N12C(C3C=CC=CC=3C3C=CC=CC=31)=NC1C=CC=CC=12,CC#N,0.71
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC1C=CC=CC=12,CC#N,0.89
N12C(C3C=CC=CC=3C3C=CC(OC)=CC=31)=NC1C=CC=CC=12,CC#N,0.22
N12C(C3C=CC=CC=3C3C=CC(C(F)(F)F)=CC=31)=NC1C=CC=CC=12,CC#N,0.36
N12C(C3C=CC=CC=3C3C=C(C(=O)OCC)C=CC=31)=NC1C=CC=CC=12,CC#N,0.46
N12C(C3C=CC=CC=3C3C=C(Cl)C=CC=31)=NC1C=CC=CC=12,CC#N,0.34
N12C(C3C=CC=CC=3C3C=CC=NC=31)=NC1C=CC=CC=12,CC#N,0.62
N12C(C3C=CC=CC=3C3N=CC=NC=31)=NC1C=CC=CC=12,CC#N,0.85
N12C(C3C=CC=CC=3C3N=C4C=CC=CC4=NC=31)=NC1C=CC=CC=12,CC#N,0.51
N12C(C3C=CC=CC=3C3C4C=CC=CC=4SC=31)=NC1C=CC=CC=12,CC#N,0.07
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC=C2,CC#N,0.54
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=CC1C=CC=CC=12,CC#N,0.28
CC(C)(C)C1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,CC#N,0.87
COC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,CC#N,0.8
COC1=CC(C2=NC(C=CC=C3)=C3N2C4=C5C=CC=C4)=C5C=C1,CC#N,0.54
FC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,CC#N,0.49
ClC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,CC#N,0.3
N#CC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,CC#N,0.91
FC(C1=CC=CC2=C1C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5)(F)F,CC#N,0.37
N12C(C3=C(C4=C2C=CC=C4)C=C(C5=CC=CC=C5)C=C3)=NC6=C1C=CC=C6,CC#N,0.92
N12C(C3=C(C4=C2C=CC=C4)C(C=CC=C5)=C5C6=C3C=CC=C6)=NC7=C1C=CC=C7,CC#N,0.79
N12C(C3=C(C4=C2C=CC=C4)C=CS3)=NC5=C1C=CC=C5,CC#N,0.46
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=NC=C1,CC#N,0.89
CC1=C(C)N2C(C3=C(C4=C2C=CC=C4)C=CC=C3)=N1,CC#N,0.58
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC5=C1C=CC=C5,CC#N,0.21
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC=C1,CC#N,0.42
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)S3,ClCCl,0.06
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)O3,ClCCl,0.39
O(C)C1OC(C2N(C)N=C3C=CC=CC=23)=CC=1,ClCCl,0.48
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(C)=O)O3,ClCCl,0.34
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C=O)O3,ClCCl,0.3
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=C4,ClCCl,0.25
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=N4,ClCCl,0.22
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(OCC)=O)O3,ClCCl,0.55
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)S3,ClCCl,0.4
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)O3,ClCCl,0.68
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(NC)=O)S3,ClCCl,0.1
CN1N=C2C(C=CC=C2)=C1C3=CC=C(O3)/C=C(C#N)/C#N,ClCCl,0.01
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C,ClCCl,0.05
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C,ClCCl,0.31
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(OC)O3,ClCCl,0.48
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(C)=O,ClCCl,0.75
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C=O,ClCCl,0.83
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(OCC)=O,ClCCl,0.47
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C=O,ClCCl,0.3
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C,ClCCl,0.17
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C,ClCCl,0.74
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(OC)O3,ClCCl,0.57
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(C)=O,ClCCl,0.58
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C=O,ClCCl,0.14
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(OCC)=O,ClCCl,0.93
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C=O,ClCCl,0.01
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)/C=C(C#N)/C#N,ClCCl,0.01
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)/C=C(C#N)/C#N,ClCCl,0.01
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C,ClCCl,0.26
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C,ClCCl,0.6
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(OC)O3,ClCCl,0.9
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(C)=O,ClCCl,0.29
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C=O,ClCCl,0.16
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(OCC)=O,ClCCl,0.14
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C=O,ClCCl,0.65
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(O3)C=O,ClCCl,0.37
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(S3)C(C)=O,ClCCl,0.3
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC4=C(S3)C=CC=C4,ClCCl,0.14
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(CC4=CC=CC=C4)C=C3,ClCCl,0.03
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CN(C)C4=C3C=CC=C4,ClCCl,0.01
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)C,ClCCl,0.9
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)CO,ClCCl,0.86
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC4=C(O3)C=CC=C4,ClCCl,0.7
CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.67
COC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.57
COC(C=C1)=C(OC)C=C1C2=NN3C=CC=NC3=N2,ClCCl,0.81
CN(C)C(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.52
N12C=CC=NC1=NC(C3=CC=CC=C3)=N2,ClCCl,0.86
FC(F)(F)C1=CC(C2=NN3C=CC=NC3=N2)=CC(C(F)(F)F)=C1,ClCCl,0.05
ClC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.32
O=CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.19
N#CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,ClCCl,0.29
N12C=CC=NC1=NC(C3=CC=C(C=C3)N4CCCCC4)=N2,ClCCl,0.32
CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.88
COC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.85
COC(C(OC)=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.75
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.99
C1(C2=CC=CC=C2)=CC=NC3=NC=NN13,ClCCl,0.7
FC(C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC=NN23)=C1)(F)F,ClCCl,0.99
ClC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.8
O=CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.85
N#CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,ClCCl,0.51
C1(C2=CC=C(N3CCCCC3)C=C2)=CC=NC4=NC=NN14,ClCCl,0.98
N#CC(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C=C4)N5CCCCC5)=NN23,ClCCl,0.01
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(C#N)C=C4)=CC=NC3=N2,ClCCl,0.01
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC=NC3=N2,ClCCl,0.02
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(Cl)C=C4)=CC=NC3=N2,ClCCl,0.38
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(C)C=C4)=CC=NC3=N2,ClCCl,0.33
FC(C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC(C4=CC=CC=C4)=NN23)=C1)(F)F,ClCCl,0.42
CC(C=C1)=CC=C1C2=NN3C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC=NC3=N2,ClCCl,0.61
CC(C=C1)=CC=C1C2=NN3C(C4=CC=C(C)C=C4)=CC=NC3=N2,ClCCl,0.62
N12C(C3=CC=CC=C3)=CC=NC1=NC(C4=CC=CC=C4)=N2,ClCCl,0.25
CC(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,ClCCl,0.64
FC(C1=CC(C2=NN3C(C4=CC=CC=C4)=CC=NC3=N2)=CC(C(F)(F)F)=C1)(F)F,ClCCl,0.95
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C)C=C4)=NN23,ClCCl,0.99
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(Cl)C=C4)=NN23,ClCCl,0.86
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,ClCCl,0.8
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C#N)C=C4)=NN23,ClCCl,0.96
N#CC(C=C1)=CC=C1C2=NN3C(C4=CC=C(N5CCCCC5)C=C4)=CC=NC3=N2,ClCCl,0.98
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,ClCCl,0.76
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5C)=C(C3=C1)C6=CC=CC=C6C)C=CC=C4C(C7=CC=CC=C7C)=C2C8=C(C)C=CC=C8,ClCCl,0.79
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC(C)=C5)=C(C3=C1)C6=CC=CC(C)=C6)C=CC=C4C(C7=CC=CC(C)=C7)=C2C8=CC(C)=CC=C8,ClCCl,0.75
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C)C=C5)=C(C3=C1)C6=CC=C(C)C=C6)C=CC=C4C(C7=CC=C(C)C=C7)=C2C8=CC=C(C)C=C8,ClCCl,0.62
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(C)(C)C)C=C5)=C(C3=C1)C6=CC=C(C(C)(C)C)C=C6)C=CC=C4C(C7=CC=C(C(C)(C)C)C=C7)=C2C8=CC=C(C(C)(C)C)C=C8,ClCCl,0.91
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(OC)C=C5)=C(C3=C1)C6=CC=C(OC)C=C6)C=CC=C4C(C7=CC=C(OC)C=C7)=C2C8=CC=C(OC)C=C8,ClCCl,0.78
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(Cl)C=C5)=C(C3=C1)C6=CC=C(Cl)C=C6)C=CC=C4C(C7=CC=C(Cl)C=C7)=C2C8=CC=C(Cl)C=C8,ClCCl,0.61
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(F)(F)F)C=C5)=C(C3=C1)C6=CC=C(C(F)(F)F)C=C6)C=CC=C4C(C7=CC=C(C(F)(F)F)C=C7)=C2C8=CC=C(C(F)(F)F)C=C8,ClCCl,0.28
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(C)=O)C=C5)=C(C3=C1)C6=CC=C(C(C)=O)C=C6)C=CC=C4C(C7=CC=C(C(C)=O)C=C7)=C2C8=CC=C(C(C)=O)C=C8,ClCCl,0.68
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC(C#N)=C5)=C(C3=C1)C6=CC=CC(C#N)=C6)C=CC=C4C(C7=CC=CC(C#N)=C7)=C2C8=CC(C#N)=CC=C8,ClCCl,0.68
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC6=C5C=CC=C6)=C(C3=C1)C7=CC=CC8=C7C=CC=C8)C=CC=C4C(C9=CC=CC%10=C9C=CC=C%10)=C2C%11=C(C=CC=C%12)C%12=CC=C%11,ClCCl,0.59
CC(C)(C)C1=CC2=[N+]3C4=C(C(CCCC)=C(C3=C1)CCCC)C=CC=C4C(CCCC)=C2CCCC,ClCCl,0.48
C1(C=CC=C2C(C3=CC=CC=C3)=C4C5=CC=CC=C5)=[N+]2C6=C4C=CC=C6C(C7=CC=CC=C7)=C1C8=CC=CC=C8,ClCCl,0.58
COC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,ClCCl,0.66
CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(OC)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,ClCCl,0.59
CC1=CC=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=C6[N+]2=C1C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C6=CC=C5,ClCCl,0.7
N#CC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,ClCCl,0.36
CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(C(OC)=O)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,ClCCl,0.77
CC(C1=CC2=[N+]3C4=C(C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C(C3=C1)C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=CC=C4C(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=C2C%14=CC=C(N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%14)(C)C,ClCCl,0.26
C1(C=CC=CC=1)C1=C2N(C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)C2=[O+]C(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,ClCCl,0.11
C1(C=CC=CC=1)C1=C2[N+](C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)=C2OC(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,ClCCl,0.11
COC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,ClCCl,0.23
COC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,ClCCl,0.23
C1(C2=C(C3=C(C4=CC(OC5=CC=CC=C5)=C3)C(N6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C4C9=CC=CC=C9)C%10=CC=CC=C%10)=[O+]2)C%11=CC=CC=C%11)=CC=CC=C1,ClCCl,0.08
C1(C(O2)=C(C3=C(C4=CC(OC5=CC=CC=C5)=C3)C2=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C4C9=CC=CC=C9)C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=CC=C1,ClCCl,0.08
FC(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)(F)F,ClCCl,0.14
FC(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)(F)F,ClCCl,0.14
O=C(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)OC,ClCCl,0.21
O=C(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)OC,ClCCl,0.21
O=CC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,ClCCl,0.27
O=CC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,ClCCl,0.27
O=[N+](C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)[O-],ClCCl,0.23
O=[N+](C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)[O-],ClCCl,0.23
COC1=CC=C(C(C2=C(C3=CC=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,ClCCl,0.1
COC(C=C1)=CC=C1C(C2=CC=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,ClCCl,0.1
ClC1=CC=C(C2=C(C3=C(C4=CC=C3)C(N5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)=[O+]2)C%10=CC=C(Cl)C=C%10)C=C1,ClCCl,0.11
ClC1=CC=C(C(O2)=C(C3=C(C4=CC=C3)C2=[N+]5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C=C1,ClCCl,0.11
COC(C=C1)=CC=C1C(C2=CC([N+]([O-])=O)=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,ClCCl,0.01
COC1=CC=C(C(C2=C(C3=CC([N+]([O-])=O)=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,ClCCl,0.01
F[B-]1([N+]2=CC=CC2=C(C3=CC=C(C)C=C3)C4=CC=CN14)F,ClCCl,0.01
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.6
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=CC=C4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.64
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C#N)C=C4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.18
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.44
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC(Br)=C(N6N=CC=C6)N15)F,ClCCl,0.3
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=CS4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.03
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CN=CC=C4)C5=CC=C(N6N=CC=C6)N15)F,ClCCl,0.68
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=CC4=CC=C(N5N=CC=C5)N14)F,ClCCl,0.81
F[B-]1([N+]2=C(N3C=C(Cl)C=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC(Cl)=C6)N15)F,ClCCl,0.76
F[B-]1([N+]2=C(N3C=C(I)C=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC(I)=C6)N15)F,ClCCl,0.72
F[B-]1([N+]2=C(N3C=C(C4=CC=CC=C4)C=N3)C=CC2=C(C5=CC=C(C)C=C5)C6=CC=C(N7N=CC(C8=CC=CC=C8)=C7)N16)F,ClCCl,0.8
F[B-]1([N+]2=C(N3C=NC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CN=C6)N15)F,ClCCl,0.69
F[B-]1([N+]2=C(N3C(C=CC=C4)=C4C=N3)C=CC2=C(C5=CC=C(C)C=C5)C6=CC=C(N7N=CC8=C7C=CC=C8)N16)F,ClCCl,0.2
F[B-]1([N+]2=C(N3C(C=CC=C4)=C4C5=C3C=CC=C5)C=CC2=C(C6=CC=C(C)C=C6)C7=CC=C(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)N17)F,ClCCl,0.01
